,ethnicity,marital_status,owner_type,gender,use,age,bld_val,year_built,roof_age
8852,Scandinavian,Single,Separate Estate/Property,Male,Single Family Residence,37.0,169000.0,1948.0,24.0
8853,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,72.0,225000.0,1961.0,17.0
8854,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,72.0,225000.0,1961.0,17.0
8855,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,38.0,182000.0,1933.0,18.0
8856,Hispanic,Unknown,Unknown or not provided,Female,Apartment house (5+ units),34.0,14978000.0,1986.0,18.0
8857,Western European,Married,Unknown or not provided,Female,Single Family Residence,68.0,235000.0,1943.0,17.0
8858,Western European,Married,Unmarried Woman,Female,Single Family Residence,57.34530794883701,261000.0,1957.0,25.0
8859,Western European,Married,Unknown or not provided,Female,Single Family Residence,59.0,204000.0,1963.0,23.0
8860,Middle Eastern,Unknown,Separate Estate/Property,Female,"Duplex (2 units, any combination)",31.0,364000.0,2008.0,8.0
8861,Western European,Married,Single Man,Female,Single Family Residence,82.0,195000.0,1944.0,24.0
8862,Western European,Married,Unknown or not provided,Female,Single Family Residence,59.0,174000.0,1944.0,24.0
8863,Other,Married,Unknown or not provided,Unknown,Apartment house (5+ units),66.0,9261000.0,1990.0,18.0
8864,Western European,Married,Husband and wife,Female,Single Family Residence,64.0,256000.0,1951.0,18.0
8865,East Asian,Unknown,Husband and wife,Male,Single Family Residence,57.34530794883701,258000.0,2000.0,16.0
8866,Other,Unknown,Separate Estate/Property,Female,Single Family Residence,57.34530794883701,170000.0,1955.0,25.0
8867,Hispanic,Unknown,Unknown or not provided,Female,Single Family Residence,33.0,277000.0,1913.0,25.0
8868,Western European,Single,Unmarried,Female,Single Family Residence,58.0,194000.0,1940.0,3.0
8869,Western European,Single,Separate Estate/Property,Female,Single Family Residence,59.0,330000.0,1979.0,17.0
8870,Unknown,Unknown,Company/Corporation/Incorporated,Unknown,Apartment house (5+ units),57.34530794883701,570000.0,1966.0,25.0
8871,Hispanic,Married,Unmarried,Female,Single Family Residence,51.0,147000.0,1939.0,23.0
8872,Jewish,Married,Husband and wife,Female,Single Family Residence,41.0,266000.0,1956.0,17.0
8873,Other,Married,Husband and wife,Male,Single Family Residence,57.34530794883701,203000.0,1933.0,17.0
8874,Hispanic,Married,Unmarried,Female,Single Family Residence,51.0,147000.0,1939.0,23.0
8875,East Asian,Married,Life Estate,Female,Single Family Residence,61.0,262000.0,1993.0,16.0
8876,Western European,Single,Separate Estate/Property,Male,Single Family Residence,52.0,184000.0,1972.0,17.0
8877,Western European,Single,Unmarried,Female,Single Family Residence,58.0,194000.0,1940.0,3.0
8878,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,57.34530794883701,255000.0,1950.0,24.0
8879,Western European,Married,Husband and wife,Female,Single Family Residence,65.0,303000.0,1958.0,24.0
8880,Western European,Unknown,Unmarried Woman,Female,Single Family Residence,46.0,279000.0,1965.0,16.0
8881,Western European,Single,Unknown or not provided,Female,Single Family Residence,68.0,202000.0,1950.0,17.0
8882,Other,Married,Unknown or not provided,Unknown,Apartment house (5+ units),66.0,9261000.0,1990.0,18.0
8883,Hispanic,Single,Husband and wife,Female,Single Family Residence,53.0,226000.0,1959.0,24.0
8884,Unknown,Unknown,Single / Unmarried,Unknown,Single Family Residence,57.34530794883701,310000.0,2007.0,9.0
8885,Western European,Married,Husband and wife,Female,Single Family Residence,54.0,225000.0,1953.0,24.0
8886,Hispanic,Unknown,Unknown or not provided,Female,Apartment house (5+ units),34.0,14978000.0,1986.0,18.0
8887,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,1022000.0,1964.0,2.0
8888,Hispanic,Separated,Married Man,Female,Single Family Residence,68.0,164000.0,1957.0,16.0
8889,Hispanic,Unknown,Husband and wife,Male,Single Family Residence,58.0,114000.0,1958.0,25.0
8890,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,4309000.0,1964.0,18.0
8891,Western European,Single,Unmarried Woman,Female,Single Family Residence,47.0,149000.0,1944.0,24.0
8892,Western European,Single,Unmarried Man,Female,Single Family Residence,23.0,169000.0,1948.0,18.0
8893,Hispanic,Unknown,Unknown or not provided,Female,Apartment house (5+ units),34.0,14978000.0,1986.0,18.0
8894,Western European,Married,Unknown or not provided,Female,Apartment house (5+ units),48.0,12858000.0,1988.0,18.0
8895,Western European,Unknown,Separate Estate/Property,Female,Single Family Residence,35.0,181000.0,1937.0,24.0
8896,Unknown,Unknown,Company/Corporation/Incorporated,Unknown,Apartment house (5+ units),57.34530794883701,1900000.0,1969.0,8.0
8897,Western European,Single,Husband and wife,Female,Single Family Residence,60.0,167000.0,1942.0,24.0
8898,Western European,Unknown,Separate Estate/Property,Female,Single Family Residence,60.0,156000.0,1947.0,24.0
8899,East Asian,Single,Separate Estate/Property,Unknown,Single Family Residence,57.34530794883701,183000.0,1960.0,24.0
8900,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,57.34530794883701,190000.0,1954.0,23.0
8901,Unknown,Unknown,Single / Unmarried,Unknown,"Quadplex (4 Units, Any Combination)",57.34530794883701,374000.0,1961.0,17.0
8902,Scandinavian,Married,Husband and wife,Female,Single Family Residence,58.0,230000.0,1956.0,18.0
8903,Western European,Married,Unmarried,Female,Single Family Residence,30.0,164000.0,1952.0,17.0
8904,Western European,Married,Husband and wife,Female,Single Family Residence,60.0,191000.0,1957.0,24.0
8905,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,57.34530794883701,259000.0,1937.0,17.0
8906,Unknown,Unknown,Company/Corporation/Incorporated,Unknown,Apartment house (5+ units),57.34530794883701,1240000.0,1965.0,16.0
8907,East Asian,Single,Unknown or not provided,Female,Single Family Residence,54.0,216000.0,1950.0,17.0
8908,Hispanic,Single,Single Woman,Female,Single Family Residence,50.0,209000.0,1945.0,24.0
8909,East Asian,Unknown,Unknown or not provided,Female,Single Family Residence,61.0,338000.0,1958.0,16.0
8910,Hispanic,Unknown,Unknown or not provided,Female,Apartment house (5+ units),34.0,14978000.0,1986.0,18.0
8911,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,11622000.0,1969.0,25.0
8912,Jewish,Unknown,Unknown or not provided,Female,Single Family Residence,57.34530794883701,199000.0,1943.0,25.0
8913,Mediterranean,Married,Husband and wife,Male,Single Family Residence,54.0,223000.0,1942.0,16.0
8914,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.34530794883701,133000.0,1969.0,16.0
8915,Unknown,Unknown,Unknown or not provided,Unknown,"Quadplex (4 Units, Any Combination)",57.34530794883701,260000.0,1969.0,25.0
8916,Hispanic,Married,Single Woman,Female,Single Family Residence,57.34530794883701,182000.0,1941.0,16.0
8917,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,47.0,215000.0,1947.0,16.0
8918,Western European,Married,Unmarried Man,Male,Single Family Residence,52.0,205000.0,1910.0,25.0
8919,Unknown,Unknown,Revocable Trust,Unknown,Single Family Residence,57.34530794883701,178000.0,1943.0,16.0
8920,Other,Married,Unknown or not provided,Female,Single Family Residence,75.0,214000.0,1937.0,17.0
8921,Western European,Single,Husband and wife,Male,Single Family Residence,89.0,230000.0,1956.0,16.0
8922,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,57.34530794883701,258000.0,1950.0,24.0
8923,East Asian,Unknown,Unknown or not provided,Male,Single Family Residence,57.34530794883701,254000.0,1954.0,17.0
8924,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,57.34530794883701,268000.0,1954.0,18.0
8925,Western European,Married,Unknown or not provided,Female,Single Family Residence,45.0,145000.0,1943.0,17.0
8926,Western European,Single,Husband and wife,Male,Single Family Residence,89.0,230000.0,1956.0,16.0
8927,Western European,Married,Husband and wife,Female,Single Family Residence,53.0,225000.0,1962.0,11.0
8928,Western European,Married,Husband and wife,Female,Single Family Residence,53.0,225000.0,1962.0,11.0
8929,Middle Eastern,Single,Unknown or not provided,Male,Single Family Residence,21.0,242000.0,1908.0,25.0
8930,East Asian,Single,Separate Estate/Property,Female,Mobile home,67.0,156000.0,1959.3710824786447,16.0
8931,Hispanic,Separated,Separate Estate/Property,Male,Mobile home,63.0,130000.0,1959.3710824786447,18.0
8932,Jewish,Married,Husband and wife,Male,Single Family Residence,81.0,179000.0,1941.0,16.0
8933,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,1725000.0,1963.0,25.0
8934,Hispanic,Married,Single Woman,Female,Single Family Residence,57.34530794883701,182000.0,1941.0,16.0
8935,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,47.0,215000.0,1947.0,16.0
8936,Western European,Single,Unmarried Man,Male,Single Family Residence,53.0,144000.0,1940.0,17.0
8937,East Asian,Separated,Separate Estate/Property,Male,Single Family Residence,48.0,195000.0,1959.0,24.0
8938,Hispanic,Unknown,Unknown or not provided,Male,Single Family Residence,57.34530794883701,150000.0,1949.0,23.0
8939,Hispanic,Single,Single Man,Male,Single Family Residence,42.0,269000.0,1957.0,25.0
8940,Eastern European,Single,Separate Estate/Property,Female,Single Family Residence,62.0,266000.0,1947.0,17.0
8941,Hispanic,Single,Single Man,Male,Single Family Residence,42.0,269000.0,1957.0,25.0
8942,East Asian,Unknown,Unknown or not provided,Male,Single Family Residence,33.0,292000.0,1955.0,24.0
8943,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,63.0,349000.0,2003.0,12.0
8944,Mediterranean,Married,Personal Trust,Male,Single Family Residence,77.0,273000.0,1962.0,17.0
8945,Western European,Single,Single Woman,Female,Single Family Residence,37.0,256000.0,1940.0,23.0
8946,Unknown,Unknown,Separate Estate/Property,Unknown,Single Family Residence,57.34530794883701,247000.0,1977.0,17.0
8947,Western European,Married,Unknown or not provided,Female,Apartment house (5+ units),48.0,12858000.0,1988.0,18.0
8948,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,63.0,349000.0,2003.0,12.0
8949,East Asian,Married,Husband and wife,Male,Single Family Residence,60.0,370000.0,2007.0,9.0
8950,East Asian,Single,Single / Unmarried,Male,Single Family Residence,49.0,185000.0,1951.0,17.0
8951,East Asian,Unknown,Single / Unmarried,Female,Single Family Residence,57.34530794883701,261000.0,1968.0,24.0
8952,Mediterranean,Unknown,Unmarried,Female,Single Family Residence,87.0,258000.0,1996.0,20.0
8953,Scandinavian,Unknown,Unknown or not provided,Female,Single Family Residence,29.0,299000.0,1959.0,1.0
8954,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,11622000.0,1969.0,25.0
8955,Mediterranean,Unknown,Unmarried,Female,Single Family Residence,87.0,258000.0,1996.0,20.0
8956,Western European,Married,Unknown or not provided,Female,Apartment house (5+ units),48.0,12858000.0,1988.0,18.0
8957,Mediterranean,Unknown,Unmarried,Female,Single Family Residence,87.0,258000.0,1996.0,20.0
8958,Western European,Single,Unknown or not provided,Male,Single Family Residence,69.0,221000.0,1954.0,17.0
8959,Western European,Single,Unknown or not provided,Male,Single Family Residence,69.0,221000.0,1954.0,17.0
8960,Unknown,Unknown,Husband and wife,Unknown,Apartment house (5+ units),57.34530794883701,2979000.0,1965.0,32.0
8961,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,57.34530794883701,429000.0,1951.0,8.0
8962,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,57.34530794883701,429000.0,1951.0,8.0
8963,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,57.34530794883701,429000.0,1951.0,8.0
8964,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.34530794883701,388000.0,1995.0,21.0
8965,Western European,Single,Unknown or not provided,Female,Single Family Residence,60.0,325000.0,1946.0,33.0
8966,Western European,Unknown,Husband and wife,Male,Single Family Residence,57.34530794883701,382000.0,1949.0,32.0
8967,Western European,Unknown,Husband and wife,Male,Single Family Residence,57.34530794883701,382000.0,1949.0,32.0
8968,Western European,Unknown,Husband and wife,Male,Single Family Residence,57.34530794883701,382000.0,1949.0,32.0
8969,Western European,Unknown,Husband and wife,Male,Single Family Residence,57.34530794883701,382000.0,1949.0,32.0
8970,Eastern European,Unknown,Unknown or not provided,Female,Single Family Residence,57.34530794883701,473000.0,1939.0,32.0
8971,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,57.34530794883701,566000.0,1962.0,32.0
8972,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,57.34530794883701,566000.0,1962.0,32.0
8973,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,2961000.0,2006.0,10.0
8974,Western European,Single,Trustee,Male,"Duplex (2 units, any combination)",41.0,392000.0,1975.0,33.0
8975,Middle Eastern,Separated,Unknown or not provided,Female,Single Family Residence,63.0,373000.0,1956.0,33.0
8976,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,57.34530794883701,443000.0,1965.0,32.0
8977,Eastern European,Married,Unknown or not provided,Male,Single Family Residence,51.0,310000.0,1944.0,32.0
8978,Eastern European,Unknown,Unknown or not provided,Female,Single Family Residence,28.0,286000.0,1941.0,33.0
8979,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,8424200.0,2001.0,14.0
8980,Unknown,Unknown,Company/Corporation/Incorporated,Unknown,Apartment house (5+ units),57.34530794883701,1454000.0,1965.0,32.0
8981,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.34530794883701,295000.0,2000.0,16.0
8982,Scandinavian,Unknown,Unknown or not provided,Male,Single Family Residence,57.34530794883701,392000.0,1951.0,32.0
8983,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,36.0,513000.0,1939.0,32.0
8984,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,36.0,513000.0,1939.0,32.0
8985,African American,Single,Husband and wife,Male,Single Family Residence,25.0,398000.0,1973.0,32.0
8986,Western European,Single,Single Man,Female,Single Family Residence,90.0,456000.0,1996.0,19.0
8987,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,19549000.0,1990.0,26.0
8988,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,65.0,437000.0,1976.0,32.0
8989,East Asian,Single,Husband and wife,Unknown,Single Family Residence,58.0,419000.0,1987.0,28.0
8990,Western European,Married,Unknown or not provided,Female,Single Family Residence,42.0,527000.0,1974.0,32.0
8991,Unknown,Unknown,Separate Estate/Property,Unknown,Apartment house (5+ units),57.34530794883701,738000.0,1967.0,33.0
8992,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,4078000.0,1977.0,26.0
8993,Hispanic,Married,Revocable Trust,Female,Single Family Residence,75.0,439000.0,1979.0,32.0
8994,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,41.0,460000.0,1955.0,32.0
8995,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,41.0,460000.0,1955.0,32.0
8996,Western European,Single,Husband and wife,Male,Single Family Residence,27.0,303000.0,1935.0,32.0
8997,East Asian,Single,Husband and wife,Unknown,Single Family Residence,45.0,391000.0,2003.0,12.0
8998,Unknown,Unknown,Unmarried,Unknown,Condominium,57.34530794883701,79000.0,1979.0,24.795433378398677
8999,Western European,Married,Unknown or not provided,Female,Single Family Residence,74.0,365000.0,1988.0,23.0
9000,Eastern European,Single,Unknown or not provided,Female,Single Family Residence,57.34530794883701,581000.0,1961.0,23.0
9001,Western European,Married,Unknown or not provided,Female,Single Family Residence,90.0,512000.0,1954.0,17.0
9002,Western European,Married,Separate Estate/Property,Female,Single Family Residence,59.0,277000.0,1965.0,16.0
9003,Western European,Married,Husband and wife,Female,Single Family Residence,64.0,291000.0,1955.0,16.0
9004,Western European,Unknown,Single Woman,Female,Single Family Residence,41.0,351000.0,2010.0,5.0
9005,Western European,Single,Unknown or not provided,Female,Single Family Residence,64.0,247000.0,1963.0,41.0
9006,Unknown,Unknown,Husband and wife,Unknown,Condominium,57.34530794883701,251000.0,2006.0,24.795433378398677
9007,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,57.34530794883701,472000.0,1958.0,17.0
9008,Other,Married,Husband and wife,Male,Single Family Residence,77.0,371000.0,1958.0,17.0
9009,Middle Eastern,Unknown,Unknown or not provided,Unknown,Condominium,46.0,169000.0,1988.0,24.795433378398677
9010,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.34530794883701,237000.0,2009.0,4.0
9011,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.34530794883701,237000.0,2009.0,4.0
9012,African American,Unknown,Unknown or not provided,Male,Single Family Residence,57.34530794883701,449000.0,1940.0,33.0
9013,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,5101000.0,1990.0,26.0
9014,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,57.0,397000.0,1949.0,32.0
9015,Western European,Single,Unknown or not provided,Male,Single Family Residence,44.0,564000.0,1953.0,32.0
9016,Hispanic,Unknown,Single Man,Female,Single Family Residence,35.0,534000.0,1946.0,32.0
9017,Western European,Unknown,Single / Unmarried,Female,Single Family Residence,57.34530794883701,669000.0,1978.0,33.0
9018,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.34530794883701,402000.0,1979.0,32.0
9019,Scandinavian,Unknown,Unknown or not provided,Male,Single Family Residence,57.34530794883701,371000.0,1952.0,32.0
9020,Scandinavian,Unknown,Unknown or not provided,Male,Single Family Residence,57.34530794883701,371000.0,1952.0,32.0
9021,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,4969400.0,2014.0,2.0
9022,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,57.34530794883701,345000.0,1942.0,32.0
9023,Western European,Married,Husband and wife,Female,Single Family Residence,37.0,554000.0,1958.0,32.0
9024,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,8424200.0,2001.0,14.0
9025,Western European,Married,Husband and wife,Female,Single Family Residence,37.0,554000.0,1958.0,32.0
9026,Western European,Single,Husband and wife,Female,Single Family Residence,43.0,358000.0,1951.0,32.0
9027,Unknown,Unknown,Company/Corporation/Incorporated,Unknown,Apartment house (5+ units),57.34530794883701,3134000.0,1979.0,33.0
9028,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,57.34530794883701,6984000.0,1978.0,32.0
9029,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,57.34530794883701,400000.0,1965.0,26.0
9030,Southeast Asian,Married,Unknown or not provided,Female,Single Family Residence,71.0,455000.0,1973.0,32.0
9031,Other,Married,Unknown or not provided,Female,Single Family Residence,80.0,415000.0,1960.0,32.0
9032,Unknown,Unknown,Trust,Unknown,Apartment house (5+ units),57.34530794883701,904000.0,1962.0,32.0
9033,Middle Eastern,Single,Single Man,Male,"Duplex (2 units, any combination)",36.0,473000.0,1952.0,32.0
9034,Western European,Married,Unknown or not provided,Male,Apartment house (5+ units),45.0,14087000.0,2003.0,6.0
9035,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,57.34530794883701,379000.0,1954.0,32.0
9036,Hispanic,Single,Married,Female,Single Family Residence,79.0,477000.0,1977.0,32.0
9037,Western European,Unknown,Husband and wife,Female,Residential - Vacant Land,28.0,213000.0,1942.0,9.0
9038,Unknown,Unknown,Husband and wife,Unknown,Apartment house (5+ units),57.34530794883701,2440000.0,1967.0,32.0
9039,East Asian,Married,Unmarried,Male,Single Family Residence,55.0,373000.0,1947.0,33.0
9040,Jewish,Single,Unknown or not provided,Female,Single Family Residence,64.0,720000.0,1994.0,21.0
9041,Western European,Married,Husband and wife,Female,Single Family Residence,69.0,548000.0,1937.0,32.0
9042,Western European,Single,Separate Estate/Property,Male,Single Family Residence,54.0,324000.0,1947.0,33.0
9043,Western European,Married,Husband and wife,Female,Single Family Residence,63.0,564000.0,1925.0,33.0
9044,Western European,Married,Unknown or not provided,Female,Single Family Residence,63.0,574000.0,1924.0,28.0
9045,Western European,Married,Unknown or not provided,Female,Single Family Residence,63.0,574000.0,1924.0,28.0
9046,Western European,Single,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,59.0,442000.0,1989.0,26.0
9047,Western European,Unknown,Husband and wife,Unknown,Single Family Residence,33.0,547000.0,1948.0,32.0
9048,Western European,Married,Married,Female,Single Family Residence,70.0,447000.0,1945.0,32.0
9049,Western European,Unknown,Husband and wife,Male,Single Family Residence,57.34530794883701,686000.0,1924.0,33.0
9050,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,57.34530794883701,483000.0,1919.0,33.0
9051,Western European,Married,Husband and wife,Male,Single Family Residence,50.0,805000.0,1923.0,33.0
9052,Western European,Single,Unknown or not provided,Female,Single Family Residence,57.0,576000.0,1941.0,32.0
9053,Unknown,Unknown,Company/Corporation/Incorporated,Unknown,Apartment house (5+ units),57.34530794883701,1642000.0,1910.0,33.0
9054,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),57.34530794883701,20220000.0,1998.0,4.0
